url	status_code	final_url	reachable
https://developers.google.com/program/plans-and-pricing	200	https://developers.google.com/program/plans-and-pricing	true
https://docs.github.com/en/actions	200	https://docs.github.com/en/actions	true
https://developers.openai.com/codex/mcp/	200	https://developers.openai.com/codex/mcp/	true
https://docs.pytest.org/en/stable/	200	https://docs.pytest.org/en/stable/	true
https://docs.github.com/en/copilot/concepts/agents/coding-agent/about-coding-agent	200	https://docs.github.com/en/copilot/concepts/agents/coding-agent/about-coding-agent	true
https://docs.github.com/en/pull-requests	200	https://docs.github.com/en/pull-requests	true
https://docs.github.com/en/copilot/how-tos/use-copilot-agents/coding-agent/review-copilot-prs	200	https://docs.github.com/en/copilot/how-tos/use-copilot-agents/coding-agent/review-copilot-prs	true
https://docs.github.com/en/copilot/how-tos/use-copilot-agents/coding-agent/create-a-pr	200	https://docs.github.com/en/copilot/how-tos/use-copilot-agents/coding-agent/create-a-pr	true
https://git-scm.com/docs/git	200	https://git-scm.com/docs/git	true
https://info.arxiv.org/help/api/index.html	200	https://info.arxiv.org/help/api/index.html	true
https://jules.google/docs/api/reference/overview	200	https://jules.google/docs/api/reference/overview	true
https://jules.google/docs/api/reference/	200	https://jules.google/docs/api/reference/	true
https://jules.google/docs/changelog/2025-10-03/	200	https://jules.google/docs/changelog/2025-10-03/	true
https://jules.google/docs/cli/reference/	200	https://jules.google/docs/cli/reference/	true
https://docs.anthropic.com/en/docs/mcp	200	https://modelcontextprotocol.io/docs/getting-started/intro	true
https://jupyter.org/	200	https://jupyter.org/	true
https://openai.com/api/pricing/	403	https://openai.com/api/pricing/	false
https://platform.openai.com/docs/models	403	https://platform.openai.com/docs/models	false
https://platform.openai.com/docs/api-reference/responses/retrieve	403	https://platform.openai.com/docs/api-reference/responses/retrieve	false
https://github.com/features/copilot	200	https://github.com/features/copilot	true
https://github.com/google-gemini/gemini-cli	200	https://github.com/google-gemini/gemini-cli	true
https://modelcontextprotocol.io/specification/2025-11-25/basic	200	https://modelcontextprotocol.io/specification/2025-11-25/basic	true
https://github.com/features/copilot/plans	200	https://github.com/features/copilot/plans	true
https://www.crossref.org/	200	https://www.crossref.org/	true
https://playwright.dev/docs/intro	200	https://playwright.dev/docs/intro	true
https://www.latex-project.org/	200	https://www.latex-project.org/	true
https://lmstudio.ai/docs	200	https://lmstudio.ai/docs/app	true
https://github.com/modelcontextprotocol/modelcontextprotocol	200	https://github.com/modelcontextprotocol/modelcontextprotocol	true
https://www.gnu.org/software/bash/manual/bash.html#Looping-Constructs	200	https://www.gnu.org/software/bash/manual/bash.html#Looping-Constructs	true
https://www.prisma-statement.org/prisma-2020	200	https://www.prisma-statement.org/prisma-2020	true
https://www.nist.gov/itl/ai-risk-management-framework	200	https://www.nist.gov/itl/ai-risk-management-framework	true
https://www.anthropic.com/news/model-context-protocol	200	https://www.anthropic.com/news/model-context-protocol	true
https://github.com/ollama/ollama	200	https://github.com/ollama/ollama	true
